annee;etab_uai;etab_nom;tc;tf;nm;fl;app;int;amg;aut;region;departement;commune;fiche;dataviz;etab_url;etab_gps;nmc;gta;gti;etablissement_id_paysage;composante_id_paysage;rnd;code_formation
2024;0292443Y;CESI Campus de Brest (Guipavas - 29);Privés enseignement supérieur;Formations professionnelles;Formation professionnelle - Responsable qualité sécurité environnement (Bac +3) - en apprentissage;FP - Responsable qualité sécurité environnement (Bac +3);Formations en apprentissage;;Enseignement en présentiel;Des épreuves de sélection sont mises en place pour candidater à cette formation;Bretagne;Finistère;Guipavas;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44742;;https://www.cesi.fr/;48.43333, -4.4;TP-RASE-App;44742;44742;;;17751;691014
2024;0772739J;UFA Maurice Rondeau - CFA Cerfal (Bussy-Saint-Georges - 77);Privés hors contrat;BTS - BTSA - BTSM;BTS - Production - Electrotechnique - en apprentissage;BTS - Electrotechnique;Formations en apprentissage;;Enseignement en présentiel;;Île-de-France;Seine-et-Marne;Guermantes;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44767;;https://www.lyceerondeau.eu;48.85, 2.7;BTS-Electrotec.-App;44767;44767;;;26849;1436
2024;0062307A;Organisme de formation-Centre de formation d'apprentis AFTRAL Carros (Nice - 06);Privés hors contrat;Formations professionnelles;Formation professionnelle - Technicien(ne) supérieur(e) en méthodes et exploitation logistique (Bac +2) - en apprentissage;FP - Technicien(ne) supérieur(e) en méthodes et exploitation logistique (bac +2);Formations en apprentissage;;Enseignement en présentiel;Des épreuves de sélection sont mises en place pour candidater à cette formation;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Carros;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44775;;https://isteli.aftral.com/campus/isteli-nice-institut-superieur-du-transport-et-de-la-logistique-internationale/;43.8, 7.18333;TT-MEL-App;44775;44775;;;25843;1710
2024;0134448P;OF-CFA Athélia Institut de Formations Compétences et Perfectionnement (AIFCP) (La Ciotat - 13);Privés hors contrat;Formations professionnelles;Formation professionnelle - Assistant Ressources Humaines (Bac +2) - en apprentissage;FP - Assistant Ressources Humaines (Bac +2);Formations en apprentissage;;Enseignement en présentiel;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;La Ciotat;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44777;;https://aifcp.fr/;43.2083, 5.59891;TP-ARH-App;44777;44777;;;25301;691033
2024;0312068E;Ecole supérieure technique privée des industries de la mode (Toulouse - 31);Privés hors contrat;Formations professionnelles;Formation professionnelle - Responsable d'un point de vente (Bac +2) - en apprentissage;FP - Responsable d'un point de vente (Bac +2);Formations en apprentissage;;Enseignement en présentiel;;Occitanie;Haute-Garonne;Toulouse;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44780;;https://www.esimode.fr/;43.5923, 1.43934;FP-RPV-App;44780;44780;;;12226;691070
2024;0131445A;Lycée professionnel Charlotte Grawitz (Marseille 13e  Arrondissement - 13);Privés sous contrat;BTS - BTSA - BTSM;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;BTS - Négociation et digitalisation de la Relation Client;Formations en apprentissage;;Enseignement en présentiel;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Marseille;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44782;;https://www.lycee-charlotte-grawitz.com/;43.35143, 5.43336;BTS-NDRC-App;44782;44782;;;29341;11418
2024;0351947B;Lycée professionnel Agricole Edmond Michelet (Fougères - 35);Privés sous contrat;BTS - BTSA - BTSM;BTS - Services - Management opérationnel de la sécurité - en apprentissage;BTS - Management opérationnel de la sécurité;Formations en apprentissage;;Enseignement en présentiel;;Bretagne;Ille-et-Vilaine;Fougères;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44787;;http://www.lycee-jblt.fr;48.36778, -1.20109;BTS-MOS-App;44787;44787;;;26726;11425
2024;0756393S;Of-Cfa International Business Software Global Services (Paris 10e  Arrondissement - 75);Privés hors contrat;BTS - BTSA - BTSM;BTS - Services - Services informatiques aux organisations - en apprentissage;BTS - Services informatiques aux organisations;Formations en apprentissage;;Enseignement partiellement à distance;;Île-de-France;Paris;Paris;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44802;;https://www.ibssc.com/;48.88227, 2.36634;BTS-SIO-App;44802;44802;;;17277;1458
2024;0620215X;Université du littoral - Site de Calais - (62);Publics;DEUST;DEUST - Webmaster et métiers de l'internet (Statut d'apprenti possible sur tout ou partie des années, au-delà de la première);DEUST - Webmaster et métiers de l'internet;;;Enseignement en présentiel,Formations avec aménagements pour autres publics spécifiques;Des épreuves de sélection sont mises en place pour candidater à cette formation;Hauts-de-France;Pas-de-Calais;Calais;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44823;;http://www.univ-littoral.fr;50.9527, 1.87896;DEUST-WMI;44823;44823;yH19Y;;17848;877
2024;0062369T;Ecole 2nd degré prof. privée Silvya Terrade Nice (06);Privés hors contrat;BTS - BTSA - BTSM;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;BTS - Métiers de l'esthétique-cosmétique-parfumerie;Formations en apprentissage;;Enseignement en présentiel;;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Nice;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44829;;https://www.groupe-terrade.com;43.7, 7.25;BTS-MECP-App;44829;44829;;;21539;1358
2024;0383514N;IPSO FORMATIONS - Campus GRENOBLE (38);Privés enseignement supérieur;BTS - BTSA - BTSM;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;BTS - Métiers de l'esthétique-cosmétique-parfumerie;Formations en apprentissage;;Enseignement en présentiel;;Auvergne-Rhône-Alpes;Isère;Grenoble;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44830;;http://www.ipso-campus.com;45.1799, 5.72188;BTS-MECP-App;44830;44830;;;25386;1358
2024;0492064C;ESPL - école supérieure des pays de la loire (Angers - 49);Privés hors contrat;Formations professionnelles;Formation professionnelle - Attaché(e) de Direction (Bac +2) - en apprentissage;FP - Attaché(e) de Direction (Bac +2);Formations en apprentissage;;Enseignement en présentiel;Des épreuves de sélection sont mises en place pour candidater à cette formation;Pays de la Loire;Maine-et-Loire;Angers;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44835;;http://www.espl.fr;47.47561, -0.60682;FP-AD-App;44835;44835;;;23428;691057
2024;9741255W;Lycée Catholique St Charles (Saint-Pierre - 974);Privés sous contrat;BTS - BTSA - BTSM;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;BTS - Négociation et digitalisation de la Relation Client;Formations en apprentissage;;Enseignement en présentiel;;La Réunion;La Réunion;Saint-Pierre;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44852;;http://www.stcharles.fr;-21.3382, 55.4797;BTS-NDRC-App;44852;44852;;;14249;11418
2024;0353080H;CFA ESCAM Rennes (35);Privés hors contrat;BTS - BTSA - BTSM;BTS - Services - Communication - en apprentissage;BTS - Communication;Formations en apprentissage;;Enseignement en présentiel;;Bretagne;Ille-et-Vilaine;Rennes;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44855;;https://escam.bzh;48.10544, -1.73182;BTS-Comm.-App;44855;44855;;;20525;1447
2024;0101158E;SITE OF-CFA ALMEA FORMATION INTERPRO (Romilly-sur-Seine - 10);Privés hors contrat;BTS - BTSA - BTSM;BTS - Services - Services informatiques aux organisations - en apprentissage;BTS - Services informatiques aux organisations;Formations en apprentissage;;Enseignement partiellement à distance;;Grand Est;Aube;Romilly-sur-Seine;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44858;;https://www.almea-formations.fr/;48.51667, 3.71667;BTS-SIO-App;44858;44858;;;24104;1458
2024;0101158E;SITE OF-CFA ALMEA FORMATION INTERPRO (Romilly-sur-Seine - 10);Privés hors contrat;BTS - BTSA - BTSM;BTS - Services - Comptabilité et gestion - en apprentissage;BTS - Comptabilité et gestion;Formations en apprentissage;;Enseignement partiellement à distance;;Grand Est;Aube;Romilly-sur-Seine;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44862;;https://www.almea-formations.fr/;48.51667, 3.71667;BTS-CG-App;44862;44862;;;30164;1486
2024;0756172B;Of-Cfa Rocket School (Paris 18e  Arrondissement - 75);Privés hors contrat;Formations professionnelles;Formation professionnelle - Responsable marketing et commercial spécialisé en acquisition numérique (Bac + 3) - en apprentissage;FP - Responsable marketing et commercial spécialisé en acquisition numérique (Bac + 3);Formations en apprentissage;;Enseignement partiellement à distance;;Île-de-France;Paris;Paris;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44871;;https://rocket-school.com/campus/rocket-school-paris/;48.89, 2.35;FP-RMCSAN/App;44871;44871;;;26480;691172
2024;0755641Z;Ecole Européenne des Métiers de l'Internet (Paris  2e  Arrondissement - 75);Privés hors contrat;Formations professionnelles;Formation professionnelle - Chef de projets digitaux (Bac +3) - en apprentissage;FP - Chef de projets digitaux (Bac +3);Formations en apprentissage;;Enseignement en présentiel,Formations avec aménagements pour autres publics spécifiques;;Île-de-France;Essonne;Verrières-le-Buisson;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44873;;https://www.eemi.com;48.7399, 2.25838;FP-CPD/App;44873;44873;;;11502;691174
2024;0251829C;AFTRAL BESANCON (Serre-les-Sapins - 25);Privés sous contrat;Formations professionnelles;Formation professionnelle - Titre professionnel - Technicien supérieur en gestion de production (Bac+2) - en apprentissage;FP - Titre professionnel - Technicien supérieur en gestion de production (Bac+2);Formations en apprentissage;;Enseignement en présentiel;Des épreuves de sélection sont mises en place pour candidater à cette formation;Bourgogne-Franche-Comté;Doubs;Serre-les-Sapins;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44874;;http://www.aftral.com;47.2332, 5.93666;TP-TSGP/App;44874;44874;;;21299;691177
2024;0596698K;LAHO - Métropole Lilloise ROUBAIX (59);Privés hors contrat;Formations professionnelles;Formation professionnelle - Visuel merchandiser retail (Bac +2) - en apprentissage;FP - Visuel merchandiser retail (Bac +2);Formations en apprentissage;;Enseignement en présentiel;Des épreuves de sélection sont mises en place pour candidater à cette formation;Hauts-de-France;Nord;Roubaix;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44880;;https://laho-formation.fr/;50.6848, 3.16926;FP-VMR/App;44880;44880;;;30180;691176
2024;0442278M;Ecole supérieure du bois - Campus de Nantes (44);Privés enseignement supérieur;Formations des écoles d'ingénieurs;Formation Bac + 3 - Bachelor en Sciences et Ingénierie du bois et des matériaux biosourcés - Parcours Technico-commercial (Statut d'apprenti possible sur tout ou partie des années, au-delà de la première);Formation Bac + 3;;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour artistes confirmés;Des épreuves de sélection sont mises en place pour candidater à cette formation;Pays de la Loire;Loire-Atlantique;Nantes;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44909;;https://www.esb-campus.fr;47.28401, -1.51451;EI-BAC3;44909;44909;;;4974;230
2024;0670057Y;Lycée General Leclerc (Saverne - 67);Publics;BTS - BTSA - BTSM;BTS - Services - Comptabilité et gestion - en apprentissage;BTS - Comptabilité et gestion;Formations en apprentissage;;Enseignement en présentiel;;Grand Est;Bas-Rhin;Saverne;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44921;;https://lyceeleclerc.skypic.fr/;48.7407, 7.36055;BTS-CG-App;44921;44921;;;2736;1486
2024;0694533C;ESPI Ecole supérieure privée en immobilier (Lyon 9e  Arrondissement - 69);Privés hors contrat;BTS - BTSA - BTSM;BTS - Services - Professions immobilières - en apprentissage;BTS - Professions immobilières;Formations en apprentissage;;Enseignement partiellement à distance,Formations avec aménagements pour sportifs haut niveau;Des épreuves de sélection sont mises en place pour candidater à cette formation;Auvergne-Rhône-Alpes;Rhône;Lyon;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44926;;https://groupe-espi.fr/;45.7764, 4.79682;BTS-PI-App;44926;44926;;;18559;1442
2024;0312695L;Institut supérieur privé de préparation aux examens et concours (INPEC) - ADONIS (Toulouse - 31);Privés hors contrat;BTS - BTSA - BTSM;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;BTS - Service et prestation des secteurs sanitaire et social;Formations en apprentissage;;Enseignement partiellement à distance,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour artistes confirmés,Formations avec aménagements pour autres publics spécifiques;;Occitanie;Haute-Garonne;Toulouse;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44931;;http://iesca.fr;43.58746, 1.43013;BTS-SP3S-App;44931;44931;;;14596;1367
2024;0312695L;Institut supérieur privé de préparation aux examens et concours (INPEC) - ADONIS (Toulouse - 31);Privés hors contrat;BTS - BTSA - BTSM;BTS - Services - Management Commercial Opérationnel - en apprentissage;BTS - Management Commercial Opérationnel;Formations en apprentissage;;Enseignement partiellement à distance,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour artistes confirmés,Formations avec aménagements pour autres publics spécifiques;;Occitanie;Haute-Garonne;Toulouse;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44932;;http://iesca.fr;43.58746, 1.43013;BTS-MCO-App;44932;44932;;;27680;11423
2024;0755559K;Diderot Education Paris (Cours Diderot - EDNH - EGPN) (Paris 11e  Arrondissement - 75);Privés hors contrat;BTS - BTSA - BTSM;BTS - Services - Management en hôtellerie restauration - en apprentissage;BTS - Management en hôtellerie restauration;Formations en apprentissage;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour artistes confirmés;;Île-de-France;Paris;Paris;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44944;;https://www.coursdiderot.fr/;48.8686, 2.36946;BTS-MHR-App;44944;44944;;;24816;11422
2024;0142438Z;CFA ALTERNANCIA CAEN (14);Privés hors contrat;BTS - BTSA - BTSM;BTS - Services - Gestion des transports et logistique associée - en apprentissage;BTS - Gestion des transports et logistique associée;Formations en apprentissage;;Enseignement en présentiel;;Normandie;Calvados;Caen;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44946;;https://www.alternancia.fr;49.20136, -0.36204;BTS-GTLA-App;44946;44946;;;23831;11424
2024;0341470N;Lycée Privé Agricole Vallée de l'Hérault (Gignac - 34);Privés sous contrat;BTS - BTSA - BTSM;BTS - Agricole - Développement, animation des territoires ruraux - en apprentissage;BTSA - Développement, animation des territoires ruraux;Formations en apprentissage;;Enseignement en présentiel;;Occitanie;Hérault;Gignac;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44948;;http://www.lyceeagricole-gignac.fr;43.631, 3.52082;BTSA-DATR-App;44948;44948;;;22306;1654
2024;0333489N;Diderot Education - Bordeaux (Cours Diderot - EDNH - EGPN) (33);Privés hors contrat;BTS - BTSA - BTSM;BTS - Services - Management en hôtellerie restauration - en apprentissage;BTS - Management en hôtellerie restauration;Formations en apprentissage;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour artistes confirmés;;Nouvelle-Aquitaine;Gironde;Bordeaux;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44949;;https://www.coursdiderot.fr/;44.83333, -0.56667;BTS-MHR-App;44949;44949;;;27498;11422
2024;0342536X;Organisme de formation-Centre de formation d'apprentis de EMPORUS, Clermont-l'Hérault (34);Privés hors contrat;BTS - BTSA - BTSM;BTS - Services - Gestion de la PME - en apprentissage;BTS - Gestion de la PME;Formations en apprentissage;;Enseignement en présentiel;;Occitanie;Hérault;Clermont-l'Hérault;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44953;;https://www.emporus.fr;43.63046, 3.4354;BTS-GPME-App;44953;44953;;;11414;11421
2024;0120022J;Lycée Ferdinand Foch (Rodez - 12);Publics;DEUST;DEUST - Préparateur/Technicien en pharmacie - en apprentissage;DEUST - Préparateur/Technicien en pharmacie;Formations en apprentissage;;Enseignement en présentiel;;Occitanie;Aveyron;Rodez;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44960;;http://ferdinand-foch.entmip.fr/;44.3506, 2.5637;DEUST-PTP-App;44960;44960;;;17685;721006
2024;0694070Z;EIML - Campus EDUCTIVE LYON (Sciences-U Lyon) (Lyon 3e  Arrondissement - 69);Privés hors contrat;Formations professionnelles;Formation professionnelle - Responsable Retail dans le Luxe (Bac +3) - en apprentissage;FP - Responsable Retail dans le Luxe (Bac +3);Formations en apprentissage;;Enseignement en présentiel;Des épreuves de sélection sont mises en place pour candidater à cette formation;Auvergne-Rhône-Alpes;Rhône;Lyon;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44973;;https://www.maestris-bts.com/;45.74774, 4.86562;RRL;44973;44973;;;25841;691103
2024;0870041X;Lycée professionnel Edouard Vaillant (Saint-Junien - 87);Publics;Certificats de spécialisation et FCIL;Certificat de Spécialisation - Technicien(ne) en soudage - en apprentissage;CS - Technicien(ne) en soudage;Formations en apprentissage;;Enseignement en présentiel,Formations avec aménagements pour autres publics spécifiques;;Nouvelle-Aquitaine;Haute-Vienne;Saint-Junien;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44980;;http://www.lp-vaillant.ac-limoges.fr/;45.8984, 0.91243;CS-TS/App;44980;44980;;;17040;491031
2024;0211033J;Lycée Gustave Eiffel (Dijon - 21);Publics;Certificats de spécialisation et FCIL;Certificat de Spécialisation - Technicien(ne) en réseaux électriques - en apprentissage;CS - Technicien(ne) en réseaux électriques;Formations en apprentissage;;Enseignement en présentiel;;Bourgogne-Franche-Comté;Côte-d'Or;Dijon;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44982;;http://lyc21-eiffel.ac-dijon.fr/;47.334, 5.06765;CS-TRE/App;44982;44982;pZm42;;19088;491029
2024;0762765T;IFPRA - Lycée professionnel Lavoisier (Le Havre - 76);Publics;Certificats de spécialisation et FCIL;Certificat de Spécialisation - Technicien(ne) en chaudronnerie aéronautique et spatiale - en apprentissage;CS - Technicien(ne) en chaudronnerie aéronautique et spatiale;Formations en apprentissage;;Enseignement en présentiel;;Normandie;Seine-Maritime;Le Havre;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44983;;https://www.lyceelavoisier-lehavre.com/;49.5265, 0.09796;CS-TCAS/App;44983;44983;;;12635;491027
2024;0180036S;Lycée Henri Brisson (Vierzon - 18);Publics;Certificats de spécialisation et FCIL;Certificat de Spécialisation - Maquettes et prototypes - en apprentissage;CS - Maquettes et prototypes;Formations en apprentissage;;Enseignement en présentiel;;Centre-Val de Loire;Cher;Vierzon;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44992;;https://lycee-henribrisson.com;47.2286, 2.06146;CS-MP/App;44992;44992;;;11367;491017
2024;0781946S;Organisme de formation-Centre de formation d'apprentis - Igecom Sup' - Versailles (78);Privés hors contrat;BTS - BTSA - BTSM;BTS - Services - Tourisme - en apprentissage;BTS - Tourisme;Formations en apprentissage;;Enseignement en présentiel;;Île-de-France;Yvelines;Versailles;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44993;;http://www.igecomsup.com;48.7988, 2.13173;BTS-Tourisme-App;44993;44993;;;10257;1464
2024;0597049S;Diderot Education Lille (Cours Diderot - EDNH - EGPN) (59);Privés hors contrat;BTS - BTSA - BTSM;BTS - Services - Management en hôtellerie restauration - en apprentissage;BTS - Management en hôtellerie restauration;Formations en apprentissage;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour artistes confirmés;;Hauts-de-France;Nord;Lille;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=44997;;https://www.coursdiderot.fr/;50.63333, 3.06667;BTS-MHR-App;44997;44997;;;27908;11422
2024;0133787W;EIML - Campus  EDUCTIVE AIX-EN-PROVENCE (13);Privés hors contrat;Formations professionnelles;Formation professionnelle - Responsable Retail dans le Luxe (Bac +3) - en apprentissage;FP - Responsable Retail dans le Luxe (Bac +3);Formations en apprentissage;;Enseignement en présentiel;Des épreuves de sélection sont mises en place pour candidater à cette formation;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Aix-en-Provence;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=45003;;https://www.maestris-bts.com/;43.5236, 5.43274;RRL;45003;45003;;;27728;691103
2024;0850025R;LGT Pierre Mendès France (La Roche-sur-Yon - 85);Publics;BTS - BTSA - BTSM;BTS - Services - Gestion de la PME - en apprentissage;BTS - Gestion de la PME;Formations en apprentissage;;Enseignement en présentiel;;Pays de la Loire;Vendée;La Roche-sur-Yon;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=45020;;https://mendes.paysdelaloire.e-lyco.fr/;46.6677, -1.4463;BTS-GPME-App;45020;45020;n2IUE;;3850;11421
2024;0624504J;LAHO LITTORAL AUDOMAROIS - SITE DE LEULINGHEM (62);Privés hors contrat;BTS - BTSA - BTSM;BTS - Production - Pilotage des procédés - en apprentissage;BTS - Pilotage des procédés;Formations en apprentissage;;Enseignement en présentiel;;Hauts-de-France;Pas-de-Calais;Setques;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=45024;;https://laho-formation.fr;50.7203, 2.16895;BTS-PP-App;45024;45024;;;25853;11405
2024;0062391S;Etablissement Technique Privé Campus International Riera (Cannes - 06);Privés hors contrat;BTS - BTSA - BTSM;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux - en apprentissage;BTS - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux;Formations en apprentissage;;Enseignement en présentiel;;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Cannes;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=45034;;https://www.campusinternationalriera.com/;43.55458, 7.02044;BTS-CIEL-IR-App;45034;45034;;;25472;11436
2024;0292388N;CFA IRSS SPORT BREST (29);Privés hors contrat;Certificats de spécialisation et FCIL;Certificat de Spécialisation - Animation-gestion de projets dans le secteur sportif - en apprentissage;CS - Animation-gestion de projets dans le secteur sportif;Formations en apprentissage;;Enseignement en présentiel;;Bretagne;Finistère;Brest;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=45035;;http://www.irss.fr;48.4179, -4.46109;CS-AGPSS/App;45035;45035;;;15861;491008
2024;0597317H;Ecole supérieure privée hors contrat de Digital et de Design STUDIO M - LILLE (59);Privés hors contrat;BTS - BTSA - BTSM;BTS - Services - Métiers de l'audio-visuel opt : métiers du son - en apprentissage;BTS - Métiers de l'audio-visuel opt : métiers du son;Formations en apprentissage;;Enseignement en présentiel;;Hauts-de-France;Nord;Lille;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=45041;;https://www.studio-m.fr/ecole-audiovisuel-arts-appliques-lille;50.63333, 3.06667;BTS-MAV-Opt.MS-App;45041;45041;;;18386;1452
2024;0133878V;DIDEROT EDUCATION AIX (Cours Diderot EDNH-EGPN) (Aix-en-Provence - 13);Privés hors contrat;BTS - BTSA - BTSM;BTS - Services - Management en hôtellerie restauration - en apprentissage;BTS - Management en hôtellerie restauration;Formations en apprentissage;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour artistes confirmés;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Aix-en-Provence;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=45044;;https://www.coursdiderot.fr/;43.5297, 5.44743;BTS-MHR-App;45044;45044;;;22280;11422
2024;0694611M;Académie du Tourisme – NEO SPHERE (Lyon 2e  Arrondissement - 69);Privés hors contrat;BTS - BTSA - BTSM;BTS - Services - Tourisme - en apprentissage;BTS - Tourisme;Formations en apprentissage;;Enseignement partiellement à distance;;Auvergne-Rhône-Alpes;Rhône;Lyon;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=45045;;https://academie-tourisme.fr/lyon/;45.7407, 4.81931;BTS-Tourisme-App;45045;45045;;;24386;1464
2024;0672877N;Ecole Horizon (Strasbourg - 67);Privés hors contrat;BTS - BTSA - BTSM;BTS - Services - Diététique - en apprentissage;BTS - Diététique;Formations en apprentissage;;Enseignement partiellement à distance;;Grand Est;Bas-Rhin;Strasbourg;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=45049;;https://www.groupeviso.fr/;48.5858, 7.7582;BTS-Diét-App;45049;45049;;;21511;1460
2024;0312863U;Diderot Education Toulouse (Cours Diderot - EDNH - EGPN) (31);Privés hors contrat;BTS - BTSA - BTSM;BTS - Services - Management en hôtellerie restauration - en apprentissage;BTS - Management en hôtellerie restauration;Formations en apprentissage;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour artistes confirmés;;Occitanie;Haute-Garonne;Toulouse;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=45051;;https://www.coursdiderot.fr/;43.6, 1.43333;BTS-MHR-App;45051;45051;;;11705;11422
2024;0541270M;Lycée Hanzelet (Pont-à-Mousson - 54);Publics;Certificats de spécialisation et FCIL;Certificat de Spécialisation - Cybersécurité - en apprentissage;CS - Cybersécurité;Formations en apprentissage;;Enseignement en présentiel;;Grand Est;Meurthe-et-Moselle;Pont-à-Mousson;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=45058;;http://www4.ac-nancy-metz.fr/lyc-hanzelet-pont-a-mousson/;48.9097, 6.05667;CS-CyberS/App;45058;45058;;;1214;491011
2024;0422370Y;Organisme de formation-Centre de formation d'apprentis EUNOIA SUP ST ETIENNE (Saint-Etienne - 42);Privés hors contrat;BTS - BTSA - BTSM;BTS - Services - Professions immobilières - en apprentissage;BTS - Professions immobilières;Formations en apprentissage;;Enseignement en présentiel;;Auvergne-Rhône-Alpes;Loire;Saint-Étienne;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=45060;;https://www.eunoiasup.com/;45.43333, 4.4;BTS-PI-App;45060;45060;;;19393;1442
2024;0313083H;Lycée polyvalent Simone de Beauvoir (Gragnague - 31);Publics;Certificats de spécialisation et FCIL;Certificat de Spécialisation - Cybersécurité (Statut d'apprenti possible sur tout ou partie des années, au-delà de la première);CS - Cybersécurité;;;Enseignement en présentiel;;Occitanie;Haute-Garonne;Gragnague;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=45074;;https://lycee-gragnague.mon-ent-occitanie.fr/;43.6967, 1.57618;CS-CyberS;45074;45074;;;6358;490011
